Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
38918320,04/12/2018 11:00:38 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11216,,,,,NOSTRAND AVENUE,FULTON STREET,INTERSECTION,BROOKLYN,,N/A,Open,05/12/2018 11:00:38 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 BROOKLYN,,BROOKLYN,998241,187165,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68039039639543,-73.94955696438566,"(40.68039039639543, -73.94955696438566)"
38922477,04/12/2018 04:07:53 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11216,,,,,NOSTRAND AVENUE,FULTON STREET,INTERSECTION,BROOKLYN,,N/A,Open,05/12/2018 04:07:53 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 BROOKLYN,,BROOKLYN,998241,187165,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68039039639543,-73.94955696438566,"(40.68039039639543, -73.94955696438566)"
38936657,04/14/2018 09:16:57 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10030,212 WEST 136 STREET,WEST 136 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,05/14/2018 09:16:57 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/19/2018 04:38:16 PM,10 MANHATTAN,1019410041,MANHATTAN,999766,236673,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81627479570959,-73.94394451992542,"(40.81627479570959, -73.94394451992542)"
38939065,04/14/2018 06:30:02 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10471,222 WEST 260 STREET,WEST 260 STREET,POST ROAD,HUXLEY AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,05/14/2018 06:30:02 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/19/2018 04:38:17 PM,08 BRONX,2058650479,BRONX,1012528,269915,ONLINE,Unspecified,BRONX,,,,,,,,40.90748235466037,-73.89769834009063,"(40.90748235466037, -73.89769834009063)"
38951914,04/16/2018 04:27:23 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Store,10002,109 EAST BROADWAY,EAST BROADWAY,ELDRIDGE STREET,PIKE STREET,,,ADDRESS,NEW YORK,,N/A,Open,05/16/2018 04:27:23 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 MANHATTAN,1002820023,MANHATTAN,986165,199336,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71380780899303,-73.9930922136913,"(40.71380780899303, -73.9930922136913)"
38952461,04/16/2018 08:57:15 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11216,,,,,NOSTRAND AVENUE,FULTON STREET,INTERSECTION,BROOKLYN,,N/A,Open,05/16/2018 08:57:15 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 BROOKLYN,,BROOKLYN,998241,187165,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68039039639543,-73.94955696438566,"(40.68039039639543, -73.94955696438566)"
38959113,04/16/2018 06:32:05 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Ferret,Residence,11373,42-43 KETCHAM STREET,KETCHAM STREET,PETTIT AVENUE,BRITTON AVENUE,,,ADDRESS,ELMHURST,,N/A,Open,05/16/2018 06:32:05 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,04 QUEENS,4015070077,QUEENS,1016733,210559,ONLINE,Unspecified,QUEENS,,,,,,,,40.74455275140774,-73.88277324373166,"(40.74455275140774, -73.88277324373166)"
38960245,04/17/2018 04:34:25 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11432,180-06 TUDOR ROAD,TUDOR ROAD,EDGERTON ROAD,TRYON PLACE,,,ADDRESS,JAMAICA,,N/A,Assigned,05/17/2018 04:34:25 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/19/2018 04:38:18 PM,08 QUEENS,4072390026,QUEENS,1042989,202117,ONLINE,Unspecified,QUEENS,,,,,,,,40.72124618412518,-73.78809287638815,"(40.72124618412518, -73.78809287638815)"
38962065,04/17/2018 12:44:17 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,11206,,,,,BROADWAY,FLUSHING AVENUE,INTERSECTION,BROOKLYN,,N/A,Open,05/17/2018 12:44:17 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 BROOKLYN,,BROOKLYN,1000351,194575,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.70072554817225,-73.94193187995255,"(40.70072554817225, -73.94193187995255)"
38963075,04/17/2018 08:47:29 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Store,11354,131-08 40 ROAD,40 ROAD,DELONG STREET,COLLEGE POINT BOULEVARD,,,ADDRESS,FLUSHING,,N/A,Open,05/17/2018 08:47:29 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,07 QUEENS,4050600069,QUEENS,1029688,214733,ONLINE,Unspecified,QUEENS,,,,,,,,40.75595223292843,-73.83599229045593,"(40.75595223292843, -73.83599229045593)"
38976776,04/18/2018 10:33:50 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Monkey,Residence,10314,3 FERNDALE AVENUE,FERNDALE AVENUE,ROCKLAND AVENUE,FERNDALE COURT,,,ADDRESS,STATEN ISLAND,,N/A,Open,05/18/2018 10:33:50 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,02 STATEN ISLAND,5023600120,STATEN ISLAND,940369,155736,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.59402693178068,-74.15800365008234,"(40.59402693178068, -74.15800365008234)"
38987101,04/20/2018 01:48:36 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11368,111-24 41 AVENUE,41 AVENUE,111 STREET,114 STREET,,,ADDRESS,CORONA,,N/A,Assigned,05/20/2018 01:48:36 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/24/2018 03:36:08 PM,04 QUEENS,4020140015,QUEENS,1024434,212932,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75103439074589,-73.85496724265813,"(40.75103439074589, -73.85496724265813)"
38996027,04/21/2018 03:10:24 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11234,2606 EAST 64 STREET,EAST 64 STREET,MAYFAIR DRIVE,56 DRIVE,,,ADDRESS,BROOKLYN,,N/A,Assigned,05/21/2018 03:10:24 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/24/2018 03:37:11 PM,18 BROOKLYN,3086470038,BROOKLYN,1009133,160977,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.60848610243517,-73.91038365345143,"(40.60848610243517, -73.91038365345143)"
38997922,04/21/2018 11:05:14 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11417,89-19 ALBERT ROAD,ALBERT ROAD,WHITELAW STREET,LAFAYETTE STREET,,,ADDRESS,OZONE PARK,,N/A,Open,05/21/2018 11:05:14 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 QUEENS,4114050061,QUEENS,1026996,183993,ONLINE,Unspecified,QUEENS,,,,,,,,40.671591830181434,-73.84590418535598,"(40.671591830181434, -73.84590418535598)"
38998536,04/21/2018 09:53:09 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11417,89-19 ALBERT ROAD,ALBERT ROAD,WHITELAW STREET,LAFAYETTE STREET,,,ADDRESS,OZONE PARK,,N/A,Assigned,05/21/2018 09:53:09 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/24/2018 03:37:11 PM,10 QUEENS,4114050061,QUEENS,1026996,183993,ONLINE,Unspecified,QUEENS,,,,,,,,40.671591830181434,-73.84590418535598,"(40.671591830181434, -73.84590418535598)"
39003337,04/22/2018 03:10:43 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10038,59 MAIDEN LANE,MAIDEN LANE,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,05/22/2018 03:10:43 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",04/24/2018 03:38:14 PM,01 MANHATTAN,1000670001,MANHATTAN,981968,197317,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.708266046703514,-74.0082309440472,"(40.708266046703514, -74.0082309440472)"
39006622,04/22/2018 11:27:45 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11427,80-44 217 STREET,217 STREET,UNION TURNPIKE,82 AVENUE,,,ADDRESS,QUEENS VILLAGE,,N/A,Open,05/22/2018 11:27:45 AM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,11 QUEENS,4077900056,QUEENS,1052474,206670,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.733674946581864,-73.75382874873907,"(40.733674946581864, -73.75382874873907)"
39055827,04/28/2018 09:04:20 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11417,107-36 105 STREET,105 STREET,107 AVENUE,ROCKAWAY BOULEVARD,,,ADDRESS,OZONE PARK,,N/A,Assigned,05/28/2018 09:04:20 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/01/2018 04:22:29 PM,10 QUEENS,4095420022,QUEENS,1029939,187272,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.6805772306118,-73.83527270801986,"(40.6805772306118, -73.83527270801986)"
39059906,04/29/2018 07:16:09 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11361,40-25 203 STREET,203 STREET,DEAD END,42 AVENUE,,,ADDRESS,BAYSIDE,,N/A,Assigned,05/29/2018 07:16:09 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/01/2018 04:22:29 PM,11 QUEENS,4062060018,QUEENS,1044683,216763,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76143427264713,-73.78185003438136,"(40.76143427264713, -73.78185003438136)"
39072295,04/30/2018 01:02:18 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11218,182 SEELEY STREET,SEELEY STREET,PROSPECT AVENUE,TEMPLE COURT,,,ADDRESS,BROOKLYN,,N/A,Assigned,05/30/2018 01:02:18 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/01/2018 04:21:57 PM,07 BROOKLYN,3052680009,BROOKLYN,990985,177838,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65479835447238,-73.97572700277762,"(40.65479835447238, -73.97572700277762)"
39082235,05/01/2018 07:13:54 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Street Vendor,11213,,,,,UTICA AVENUE,EASTERN PARKWAY,INTERSECTION,BROOKLYN,,N/A,Open,05/31/2018 07:13:54 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,08 BROOKLYN,,BROOKLYN,1003358,182945,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66879788262019,-73.9311201452519,"(40.66879788262019, -73.9311201452519)"
39097988,05/03/2018 02:08:02 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,11358,,,,,164 STREET,29 AVENUE,INTERSECTION,FLUSHING,,N/A,Open,06/02/2018 02:08:02 PM,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,07 QUEENS,,QUEENS,1039469,220255,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.771052986464625,-73.8006426828084,"(40.771052986464625, -73.8006426828084)"
39098025,05/03/2018 10:11:48 AM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10035,149 EAST 117 STREET,EAST 117 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,06/02/2018 10:11:48 AM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/08/2018 04:20:56 PM,11 MANHATTAN,1016450122,MANHATTAN,1000652,230437,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7991571029543,-73.94075885768446,"(40.7991571029543, -73.94075885768446)"
39108121,05/04/2018 12:23:28 PM,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11225,558 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,06/03/2018 12:23:28 PM,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",05/08/2018 04:20:56 PM,09 BROOKLYN,3013250067,BROOKLYN,999877,181230,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66409741853733,-73.94367230463178,"(40.66409741853733, -73.94367230463178)"
